#;feature;luisfer81567047;gabrielmoreno10;AlcaldiadeMed;QuinteroCalle;MedellinFuturo;estebanrestre;camivillamizar;JuanJoseAuxT;JuanDav60925142;monpabon;sanchezc_v;diamaov;oscarhurtadop;fonvalmed;Karen_delgadom;EducacionMed;soyalejangu;Juanparal;LinaGaviriaH;IUColmayor;ITM_Medellin;IUPascualBravo;bppiloto;CasadelaMemoria;casanes2;SapienciaMed;Metroparquesofi;FFerrocarrilAnt;ParqueExplora;PlanetarioMed;Exploratoriomed;FeriasCTI;AndreeSecSalud;Ale_Gomezl;julymartilo;Metrosalud;saviasaludeps;hospinfantilCM;seguridadmed;acevedossa;NataliaUrregoA;Dmonvel;sttmed;CadenaGaitan;Isvimed;1jorgetorresram;AeropuertoEOH;EDUMedellin;WilderWiler;metrodemedellin;Metroplus_SA;TerminalesMed;ParqueArvi;jbotanicomed;paolavargasdllo;plazamayormed;Ruta_N;juanandresvas;TelemedRadio;mabel_lopez5;infocreame;FNGSA;BureauMedellin;jorgeMejiaMa;AlejandroAriasG;AnaPiedadJaram1;JuventudMed;alejandromattah;Buen_Comienzo;GerenteEPM;AgenciaAPPMed;RodrigoForonda5;acimedellin;Emvarias;PatrimonioMDE;EnCicla;renehoyos;ConcejoMedellin;personeriamed;ContraloriaMed
10;bueno noticiar;0.0;0.0;0.0738377677097081;0.316621409637892;0.0;0.07363520085583491;0.20066508526531393;0.17500510514195722;0.0;0.04044452940664116;0.2300461299941872;0.10978711264254008;0.15334784472495183;0.010361043600549163;0.18917110428076628;0.06481185845941262;0.09967224766739623;0.1586446161591351;0.14781252138772544;0.09585760972548729;0.1059223946753751;0.08463197917772922;0.05389795674912765;0.049541753300781866;0.26095539405734913;0.028229250518188295;0.0;0.18954285617036296;0.0;0.027752981896786377;0.043335804058843436;0.025800335954000025;0.0;0.07594432541861065;0.009166024447266946;0.009969066380353846;0.0;0.017422192542257117;0.0051332135000491125;0.007369277447821202;0.14992679660133001;0.206487101016244;0.0;0.1688380419108136;0.05186677313573237;0.15596144991484626;0.002870767519308633;0.02362303422619473;0.13360135743773127;0.008418546227516062;0.04157343460991879;0.014367387608192768;0.014400181241839553;0.05100238696256831;0.06621616681692735;0.027719859003985214;0.24458037478976538;0.1332088663910321;0.00044832704380611373;0.006182196566227562;0.05364917564620451;0.1354795570917343;0.2228970710049701;0.14832781796720865;0.23454338121681895;0.2240115026928212;0.06357147057934551;0.08978028107393372;0.002619856351057403;0.0;0.011376867209250442;0.10821015394254768;0.1967642273964242;0.04087319814872011;0.01946695854720052;0.15259042819705737;0.14730919836038311;0.025428381683560097;0.0;0.0
11;bueno tarde;0.0;0.0;0.05507203832382509;0.0;0.0;0.021968381381507664;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.041214954203388894;0.0;0.0615236960344905;0.0;0.014790673275994258;0.0;0.0;0.07900241786625167;0.018035120373709575;0.026799928471416132;0.0;0.0;0.006478412229789521;0.0;0.18849452907009723;0.0;0.0;0.03232209120006501;0.0;0.0;0.032367553351162565;0.006836496623538004;0.054526611069920995;0.4156836667270698;0.0;0.005742925457412882;0.0;0.022364636809330804;0.18954928465501059;0.0;0.0;0.009671232644431088;0.023264828320698146;0.0037470428962791983;0.03523856927378313;0.0;0.6237128659506085;0.49612199395664197;0.7929797929712218;0.0;0.10144060405335793;0.0;0.10337454562550297;0.029187317420825015;0.0;0.0;0.006587147100252872;0.0;0.0;0.027708033475304452;0.0;0.0;0.0;0.0;0.026785116795330122;0.029310372017661904;0.0;0.0;0.0;0.024459495025490812;0.1585238300717454;0.029038935504513773;0.04791994050384852;0.0;0.03413845159799371;0.0;0.023986855515084064
12;calidad aire;0.0;0.0;0.32911453637478594;0.11625987404842336;0.0;0.0;0.0;0.07778834343394755;0.0;0.0;0.017042271758417882;0.0;0.023982879349406194;0.0;0.07607691800573277;0.0;0.0;0.0697816952131264;0.013870308538597385;0.061329591248843886;0.014909186463040808;0.017017768556795432;0.0;0.0;0.0;0.0;0.0;0.0;0.09301446381348984;0.0;0.5489787374023306;0.0;0.0;0.03817714549903751;0.0;0.0046773448297577225;0.0021551382746001838;0.0;0.0;0.001152520221202942;0.021103059208453515;0.5365707224888828;0.00399628172460964;0.10968427287446722;0.00912568341056215;0.04390494276404837;0.0;0.02660062383827596;0.1128309583176885;0.00394986272224531;0.26332650492236737;0.010111462334939383;0.0;0.07178879401429088;0.01331472349526663;0.01950864818937557;0.0137704379668401;0.0;0.007572553297739775;0.0;0.0;0.0;0.026145037630801483;0.020877993766158752;0.0;0.0;0.0;0.0;0.005531397816864671;0.0;0.16013595152168786;0.0;0.06923924266676948;0.03451882679244711;0.0;0.03391260107440162;0.0;0.042950292255245576;0.006964154784694619;0.0
13;calidad vida;0.0;0.0;0.17887200159343736;0.03334849586079612;0.0;0.026757192504655528;0.04289216420952831;0.06693945620338561;0.0;0.09797687759078032;0.05866176620395561;0.03324491177865294;0.10319032588757027;0.018824722072246176;0.09820007656913679;0.0;0.024145603255066855;0.01200989383321549;0.01193586172374628;0.02111046105955204;0.02565970144661257;0.11715484584954618;0.0;0.0;0.0;0.007890618801024131;0.0;0.0;0.10672271880103254;0.0;0.026245247700138582;0.03125065855199428;0.0;0.09198756895452706;0.005551173845012698;0.04427511836784608;0.011127408897761483;0.021102631815953822;0.003108802587891335;0.0;0.18159884184205982;0.057717118646064235;0.0015284148051082126;0.11011812480106267;0.816707219027275;0.49116162172681566;0.0;0.04005876237555752;0.0;0.020393929298389298;0.10071165058816287;0.00870124957342223;0.0;0.020592214808696427;0.03437328695764307;0.016787840483694604;0.04739967910310096;0.0;0.002172144640378248;0.0021394817088201084;0.051986053908901035;0.020512452759325405;0.0;0.01796620788706027;0.0;0.0;0.0;0.0;0.006346602341003646;0.0;0.0826813867497437;0.04368985192991919;0.11916534142376703;0.0;0.0;0.029182920912699445;0.19627110338832898;0.03080012891845777;0.0;0.0
14;capturar responsable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3943382945614662;0.3819569954423284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;cedulas terminar;0.0;0.0;0.0;0.029066589318161227;0.0;0.0;0.0;0.019448170323949358;0.0;0.0;0.025564833179370597;0.0;0.0;0.06198445752576551;0.0;0.0;0.042090673989248435;0.0;0.04161324604631938;0.0;0.0;0.025528076327307782;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03436134700053835;0.0;0.0;0.0;0.0;0.06638608432390233;0.041493041691018966;0.0;0.0670750805399867;0.0;0.05484519470536113;0.0;0.03293054334021812;0.0;0.6284747830798915;0.0;0.0;0.0;0.0;0.0;0.0;0.09986599492459258;0.6730858950310792;0.0;0.0;0.0;0.0018647748445259956;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21772562133575857;0.0;0.0;0.0
16;ciencia tecnologia;0.0;0.05448881560852202;0.06551385451184888;0.10992830839345928;0.0;0.029400355582981017;0.10996811610996846;0.012258659141017245;0.0;0.0;0.06445656752747563;0.0;0.06803028247355314;0.006894763250149563;0.0;0.04704992035809299;0.02653078499700724;0.026392540932607244;0.03934477566804251;0.09278328607360663;0.09868057767768373;0.08045486567879576;0.0;0.02197839478821754;0.0;0.011560106613302874;0.0;0.0;0.08794885377978984;0.036936479961128005;0.4614054271131674;0.5837409156064737;0.0;0.0;0.03049768485948605;0.0;0.0;0.0;0.0017079501428521326;0.0;0.0;0.021139534863683793;0.0;0.08642568121020233;0.0;0.04151385959831031;0.0;0.012575970878544316;0.1066861329740501;0.0;0.0;0.0;0.0;0.0;0.10071678074942195;0.027669297494782488;0.7031066569766827;0.7091514191009034;0.0005966790498823399;0.0;0.0571214065157165;0.022538740000406895;0.19776933585462247;0.0;0.028377644845348327;0.0;0.06345551510156813;0.09559095495034453;0.0017433851247362876;0.0;0.015141487471785953;0.0;0.34916502398787497;0.0;0.0;0.0;0.03921080101276011;0.01015279994767866;0.0;0.021401124012856522
17;conducir capturar;0.0;0.0;0.04250945508376499;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36571394004939833;0.3535498367849155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;conocer mas;0.0;0.0;0.2449002289466174;0.0;0.0;0.0;0.0;0.02291231719292823;0.0;0.0;0.0;0.0;0.0;0.0;0.06722466629802419;0.021984922795095802;0.008264658125004477;0.024664780316465296;0.012256370097531841;0.04335466171841586;0.03952309495545334;0.0;0.06703694306979016;0.020539601720961684;0.06491397058557441;0.018905838163334646;0.0;0.0;0.2465741168805097;0.2416292983543069;0.10779999854533588;0.03208981855435092;0.0;0.006746976438216171;0.0;0.004133092580295612;0.003808736082741409;0.0;0.001596140938930121;0.003055241562214224;0.03729504691682784;0.019755656900804212;0.0;0.01615358253071332;0.040319129513778924;0.019398098684311804;0.0013389710647167322;0.035258093539868786;0.0;0.0;0.0344720052145066;0.008934900349145571;0.03582117721445841;0.444048535829126;0.011765432502829742;0.05171591064023526;0.09734496310996316;0.0;0.0;0.003295398386028987;0.20018254589552653;0.18956938057822048;0.11551410573358609;0.0;0.0;0.0;0.03953430993614985;0.0;0.0016292562060778479;0.0;0.028300531056084172;0.0;0.02039420586872684;0.5083707106244524;0.33897528938302013;0.07991081834143612;0.018321953075338536;0.0063254382098828;0.024615244345918743;0.0800004855387588
19;continuan hacer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.030045403097932608;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29302744244697165;0.3231831329430252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09394612511588872;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;cuidar total;0.0;0.0;0.0;0.19043616063224583;0.0;0.11318267171416586;0.0907167248580446;0.25483794106526364;0.0;0.31083095050069787;0.16749363417197685;0.0;0.026189646264970168;0.010617119555388027;0.08307707938115498;0.0;0.06128140430465336;0.09144312757994132;0.12117259780847955;0.0;0.0;0.01858364595127896;0.02761502955968118;0.0;0.0;0.006675448608612811;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10005596957322935;0.007044423888855503;0.0;0.016474092109249636;0.0;0.036491820541499145;0.04279132959268451;0.0;0.09765714681565991;0.0;0.0;0.02989612927206508;0.09588964723726205;0.0;0.029048260577987248;0.08214201036293332;0.0;0.0;0.044167444269812166;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005429992459314627;0.0;0.0;0.0;0.022799066929863374;0.13109464549788635;0.0;0.07328548847570635;0.0;0.0;0.0;0.0;0.11088459674603415;0.07561024040018031;0.012565017041324636;0.0;0.0;0.20378247903510827;0.003908527637410297;0.007604956339413325;0.0
21;dar iniciar;0.0;0.0;0.12251941372445678;0.015228163621880552;0.0;0.008145552895376733;0.039172315141632476;0.01018901518157335;0.0;0.044739886600623016;0.026787144398692318;0.0;0.05654464921130326;0.001910237398206951;0.029894538370749256;0.09124832852544534;0.05880416294667899;0.03290498542489652;0.010900716845285055;0.07711857386074548;0.12888891514734788;0.08024589036069762;0.01987403907144399;0.03653551266703682;0.0;0.007206300079107308;0.0;0.0;0.024366781501300273;0.06140090049792887;0.047938225213249946;0.11416170461366738;0.0;0.006000706500337736;0.0;0.011027817752229229;0.00338745919436172;0.038544986435016436;0.002129392342347975;0.003623076315811793;0.09950974299980472;0.035141044249575204;0.0010468965751010441;0.05746746477236642;0.035859509037393274;0.03450502545401456;0.00198478346693178;0.03135826440652938;0.029558062210865536;0.006208417785823377;0.01532956189076723;0.00794662840399116;0.04778859973699161;0.056419027308343764;0.0313922427085049;0.22997857187700044;0.021644456530202923;0.0;0.0;0.0009769669272020783;0.42729778545734637;0.1498679823924846;0.08218985218089736;0.0;0.0;0.0;0.017580748413206497;0.0;0.008694284080628976;0.0;0.0755107931203123;0.0;0.054415327300913634;0.00904281630671296;0.0;0.035536019093876076;0.0;0.08157401003265932;0.016419450042537382;0.10672768120623397
22;desarrollar economico;0.0;0.0;0.03514275217071096;0.19655808313126236;0.0;0.06308341450412529;0.10112362025043914;0.09206056225620246;0.0;0.0;0.06915121069492529;0.11756853131289532;0.12164202390906202;0.0;0.0;0.0;0.04743855626627363;0.09910187279357044;0.014070140438911933;0.024885270851215224;0.10586789958335376;0.0;0.0;0.0;0.0;0.00930155838345974;0.0;0.0;0.0;0.0;0.1546911021348013;0.0;0.0;0.01549086805772099;0.0;0.0;0.0;0.0;0.0009161736710107212;0.0023382495531207663;0.14984966206710526;0.04535843236542781;0.000900857074860408;0.01854408548290008;0.027771476062776;0.0;0.0010247466296728813;0.02023789767143814;0.152608710899177;0.0;0.009893344251180162;0.0;0.08224441495872879;0.0;0.6618209983689873;0.10884341935776302;0.08381298608878301;0.0;0.0012802753940651071;0.0;0.16852494732296044;0.09672132528012188;0.3713039910476999;0.0847151463300577;0.48711213097469663;0.0;0.0;0.0769149349693808;0.0;0.0;0.0;0.10300426842014204;0.2341226141423828;0.0;0.0;0.0;0.0;0.05083059851304856;0.0;0.0
23;desarrollar medellinfuturo;0.0;0.0;0.04981965866690744;0.03715306288383579;0.0;0.21860512607165358;0.015928507248146425;0.049717501225351825;0.0;0.05457729052438952;0.17972405168774278;0.0;0.11496280619994602;0.006990780891991103;0.10940324370850141;0.00795085758750611;0.09863427642365001;0.16056052759064185;0.10638052715689175;0.0;0.0;0.01631505875543545;0.0;0.0;0.0;0.005860547308851008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021960424594547234;0.030922400788893883;0.0;0.0;0.0;0.002597603019117116;0.005524647683096204;0.18208491012241582;0.12860356565897865;0.00042569604641094766;0.12268096385700947;0.008748859201482781;0.16836795457849765;0.0;0.031877764952283554;0.10817186214758465;0.0;0.0;0.009693932641482196;0.0;0.0;0.2042387594238694;0.03740616642969755;0.05280727699810285;0.35951359099033814;0.0;0.0023835647280288563;0.0;0.0;0.0;0.02001588480027122;0.17263702042874426;0.0;0.0643392073620327;0.12115271349229338;0.0017676638015269902;0.0;0.03070470078629248;0.38939371008837137;0.17701377765169107;0.011031150282872815;0.0;0.0;0.1590274290991631;0.0411767582435267;0.0;0.0
24;dia hoy;0.0;0.040941289336507224;0.024612589236569365;0.12389533420613165;0.0;0.03681760042791746;0.05901914272509233;0.018421590014942864;0.0;0.0;0.04843076420930257;0.08234033448190506;0.03407729882776707;0.005180521800274581;0.0810733304060427;0.017675961398021627;0.03322408255579874;0.049576442549729725;0.059125008555090175;0.07842895341176233;0.04236895787015004;0.012090282739675601;0.34135372607780845;0.03302783553385458;0.10438215762293965;0.01520036566363985;0.0;0.1263619041135753;0.022027391794077887;0.16651789138071826;0.043335804058843436;0.0;0.0;0.021698378691031615;0.01833204889453389;0.013292088507138462;0.07349371851018598;0.0;0.0032082584375306956;0.005731660237194268;0.029985359320266;0.04765086946528708;0.012933953301442175;0.11688787516902481;0.012966693283933092;0.062384579965938505;0.002870767519308633;0.02362303422619473;0.026720271487546257;0.008418546227516062;0.02771562307327919;0.02155108141228915;0.04320054372551866;0.06800318261675774;0.04729726201209097;0.05543971800797043;0.009783214991590615;0.0;0.0013449811314183411;0.0035326837521300358;0.010729835129240901;0.050804833909400354;0.018574755917080844;0.04449834539016259;0.06396637669549608;0.37335250448803536;0.031785735289672754;0.08978028107393372;0.003929784526586105;0.0;0.04550746883700177;0.07214010262836512;0.06558807579880807;0.0;0.09733479273600261;0.016062150336532355;0.029461839672076624;0.0;0.03463381234512128;0.06432069411321878
25;dia internacional;0.0;0.05092176119458671;0.1377563787824723;0.0;0.0;0.009158563822152799;0.0;0.0;0.0;0.10060780700601751;0.030118492230023122;0.238963358016981;0.12715349964687978;0.0;0.0;0.07328307598365266;0.04132329062502238;0.012332390158232648;0.09805096078025473;0.05419332714801982;0.013174364985151113;0.0;0.0;0.4313316361401954;0.38948382351344646;0.0;0.0;0.07858290261058118;0.027397124097834413;0.034518471193472414;0.1886499974543378;0.0;0.0;0.08771069369681023;0.11400474083049246;0.0371978332226605;0.05903540928249183;0.06500787414126508;0.007980704694650604;0.009165724686642672;0.07459009383365568;0.07902262760321685;0.0;0.01615358253071332;0.0;0.0;0.0;0.035258093539868786;0.03323401157593914;0.010470779195048524;0.00861800130362665;0.008934900349145571;0.07164235442891682;0.04229033674563105;0.0;0.034477273760156836;0.0;0.0;0.0;0.001098466128676329;0.04003650917910531;0.021063264508691167;0.16171974802702052;0.018448646458003065;0.0;0.0;0.0;0.022333297787732798;0.014663305854700631;0.0;0.014150265528042086;0.0;0.18354785281854155;0.030502242637467144;0.14527512402129433;0.0;0.0;0.0126508764197656;0.01846143325943906;0.0800004855387588
26;educacion superior;0.0;0.0;0.1056995688536208;0.0;0.0;0.02529830212693668;0.0;0.04746727221899629;0.0;0.0;0.0;0.0;0.058538429405699324;0.0;0.0;0.14169865528249853;0.10273097401190184;0.017032612221120843;0.0;0.7185401676913628;0.5822555976188782;0.4984522978034317;0.0;0.0;0.0;0.15666832107304715;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009318439642493771;0.01574551661941126;0.011416661699949905;0.0;0.0;0.0;0.0;0.02575462111368491;0.0;0.0;0.0;0.05568588807927899;0.0;0.0;0.016231982803422584;0.0;0.0;0.0;0.0;0.0;0.0;0.01624957099664036;0.03571315212603928;0.06722293841897592;0.0;0.0015402841133127293;0.0015171225827046839;0.0;0.0;0.0;0.025479946473632553;0.0;0.0;0.027300975801618083;0.03084514809834584;0.002250211744108122;0.0;0.0;0.0;0.028167013503691503;0.0;0.0;0.0;0.0;0.017472482588571384;0.0;0.027622732296817405
27;eficaz conducir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3943382945614662;0.3819569954423284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;espaciar publicar;0.0;0.0;0.21498865711189133;0.1763608190379813;0.0;0.09433549676874549;0.09623164559116076;0.11800129728254088;0.0;0.5181427807365445;0.0705063633640406;0.0958980125510011;0.25797373951825836;0.020111720772466327;0.0;0.013724254572312092;0.03095565259460208;0.10393093751207634;0.034430093393293816;0.01014917848243608;0.012336295690228778;0.0;0.06277247919046311;0.019233002917021343;0.06078455671093386;0.005058048286900469;0.0;0.1471679164640148;0.0;0.0;0.12617806047581595;0.0;0.0;0.037906660298535774;0.01067524844315463;0.003870171521973547;0.0;0.0;0.05380576581050585;0.061032245955891296;0.4365321659388371;0.14799142143562463;0.003306640046286406;0.24201590987345228;0.00755085659483726;0.10898469025305968;0.0;0.35216211108714457;0.6535173785562114;0.0;0.14525601987515663;0.008366518826070295;0.016771230893774115;0.05940014181193583;0.0;0.008071012230525773;0.011394061974072668;0.0;0.0;0.00617153220712747;0.0;0.0;0.0;0.08637530463401198;0.24832902099900978;0.0;0.11105816587695667;0.29277633630243727;0.0015256132903536757;0.0;0.8480074015058323;0.16803654031319903;0.057290568672018816;0.6283614478519634;0.0;0.00935342505140871;0.12009498879850268;0.005923054068665653;0.2823548937834275;0.03745568177594708
29;facebook live;0.0;0.0;0.015104244070365412;0.03379201773607362;0.0;0.0;0.014487537706419374;0.0;0.0;0.0;0.0;0.03368705602638907;0.04182508665025885;0.0;0.033168699651499454;0.06508426218011903;0.02446673027920899;0.04867848278548303;0.06047301994485333;0.010695610943276349;0.0;0.19290855871514345;0.13230430749207836;0.10134254552097682;0.12811440276959588;0.021321495804853607;0.0;0.4652743413338459;0.10814208897517559;0.17031439001414175;0.026594299169376567;0.1583314000818868;0.0;0.026631704980766932;0.022500009093030068;0.03262833456277229;0.0;0.0;0.0070878339883633425;0.006029833709585259;0.0;0.1364643784408267;0.0003871855301801701;0.0956422736050418;0.0;0.05742621670007417;0.0013212986105650044;0.005798789736512496;0.03279537136829729;0.0;0.0;0.017633945539159774;0.035348390215049014;0.10433041582222286;0.01161014605044812;0.017011112157603613;0.0360225571407064;0.0;0.00495232494648591;0.0010839679869256967;0.026338723986997315;0.020785260311196197;0.022797897793069316;0.0;0.07850972172161241;0.0;0.1950625751547963;0.08815412405497691;0.03537055310423075;0.0;0.027927005555244466;0.0;0.020125032263954266;0.020066438515372615;0.07167885273144552;0.0;0.0;0.0;0.0;0.0
30;feliz dia;0.0;0.0;0.045918792927490765;0.03424398815317696;0.0;0.0;0.08808785674690062;0.02291231719292823;0.0;0.0;0.030118492230023122;0.03413762257385443;0.04238449988229326;0.006443404647290917;0.13444933259604838;0.007328307598365267;0.06611726500003581;0.06166195079116324;0.024512740195063682;0.07587065800722775;0.0;0.13533834678387432;0.06703694306979016;0.06161880516288506;0.06491397058557441;0.005401668046667042;0.0;0.0;0.027397124097834413;0.0;0.0;0.03208981855435092;0.0;0.0;0.0;0.07852875902561662;0.03046988866193127;0.17335433104337353;0.0;0.0010184138540714081;0.03729504691682784;0.0;0.0003923641616232135;0.03230716506142664;0.040319129513778924;0.15518478947449443;0.0013389710647167322;0.011752697846622927;0.06646802315187827;0.0034902597316828414;0.1206520182507731;0.22337250872863929;0.10746353164337524;0.06343550511844658;0.011765432502829742;0.04309659220019604;0.02433624077749079;0.0;0.0;0.005492330643381644;0.02669100611940354;0.0;0.023102821146717217;0.0;0.05303986287613925;0.0;0.0;0.0;0.0032585124121556957;0.0;0.0;0.0;0.0;0.020334828424978094;0.02421252067021572;0.15982163668287225;0.054965859226015615;0.0;0.0;0.6200037629253806
31;feriar flor;0.0;0.0;0.07653132154581793;0.22258592299565022;0.0;0.06410994675506959;0.029362618915633534;0.1603862203504976;0.0;0.10060780700601751;0.04517773834503468;0.238963358016981;0.02119224994114663;0.0042956030981939446;0.1008369994470363;0.021984922795095802;0.05785260687503133;0.09865912126586118;0.24512740195063681;0.02167733085920793;0.0;0.0;0.02234564768993005;0.1437772120467318;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006746976438216171;0.02280094816609849;0.004133092580295612;0.005713104124112113;0.02166929138042169;0.0023942114083951816;0.0020368277081428163;0.07459009383365568;0.09877828450402105;0.0003923641616232135;0.06461433012285328;0.024191477708267354;0.0;0.0004463236882389107;0.04701079138649171;0.0;0.0;0.00861800130362665;0.017869800698291142;0.19701647467952127;0.06343550511844658;0.011765432502829742;0.06895454752031367;0.0;0.0;0.00892188908820235;0.0340524499889662;0.0;0.0;0.18482256917373774;0.07379458583201226;0.13259965719034814;0.0;0.05930146490422478;0.08933319115093119;0.0;0.0;0.0;0.0;0.04078841173745368;0.11184155633737952;0.0;0.03995540917071806;0.16489757767804683;0.0347899101543554;0.0;0.10000060692344849
32;fin semana;0.0;0.0;0.15604228647817325;0.20140736429199776;0.0;0.12927948872324616;0.08059211952062731;0.19764755337525136;0.0;0.11834575543970377;0.09447631873349531;0.18739631955358774;0.08309536815574056;0.013474537980125491;0.0263589680694323;0.04597517824946717;0.07777425934319705;0.07736900070804865;0.08650358782122618;0.059498168215618576;0.051657030834357825;0.04717024083102397;0.38551863238548056;0.45100337720092926;0.15271762930049798;0.006354024649191337;0.0;0.12325024933751122;0.10742484255519712;0.7308782895533601;0.06340299348480823;0.05033000826679433;0.0;0.042328114674271965;0.013410467416793307;0.009723578681882268;0.0;0.0;0.013142872067198278;0.0231607191954188;0.35096365841805455;0.07746244914484063;0.0027692463137768963;0.1520126904299208;0.03794216757507915;0.030424181597908485;0.005950159440316333;0.05529916401139642;0.05212457261242338;0.03284496000212612;0.013516563707586441;0.2732650341926882;0.7865523450022041;0.5306288645809838;0.03690605567787133;0.05407451807264741;0.00954230387310602;0.0;0.0013118610467642484;0.006029960323771302;0.02093122708630115;0.0330358451560757;0.2717603039725417;0.028935050759785808;0.04159413884663086;0.07283174401610029;0.09300904004201581;0.07005555736487443;0.017887397751164342;0.0;0.022193424989220802;0.14072731332361177;0.031986486562061184;0.1514934521910089;0.303801372619892;0.0313332415772219;0.21552257646387743;0.01240110460796502;0.009651701904460267;0.2979998030457075
33;fondo sapiencia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021872288555643393;0.0;0.0;0.05750272636058759;0.0;0.0;0.0;0.0;0.027982653533695123;0.06311609107074806;0.0;0.0;0.538027368580262;0.25152716773799455;0.3732303219896793;0.0;0.0;0.0;0.917852949322117;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015236894155136072;0.0019443726706253716;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01645614614061844;0.0;0.0;0.00532306845471629;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22643868644728685;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;haber ser;0.0;0.0;0.09057762984012659;0.043423947502860744;0.0;0.07742497609328376;0.049645339852962794;0.1355878445296512;0.7019506804754754;0.04252608380255634;0.03819250899199097;0.17315627185579446;0.14332460651416726;0.010894294355828086;0.028415307694935367;0.01858568826812924;0.06288124133391701;0.11468157397681872;0.07252932077052966;0.0;0.0334121674694981;0.0;0.26446894736877397;0.3820044328786349;0.3292631498762758;0.009132960745776478;0.0;0.0;0.13896643968361494;0.17508805040808836;0.0;0.0;0.0;0.07414916240660738;0.04336997074134253;0.03494047761579024;0.0;0.0;0.007421430591179744;0.012053301999092091;0.09458583808573202;0.11690772757257904;0.0019901888390006003;0.09559179101480188;0.06817024370470698;0.016398830166528957;0.0011319438799403728;0.024838838476109334;0.028095480926027597;0.00885182267217223;0.029142060168483454;0.0;0.09084788324849385;0.10725464303434024;0.06962410739975919;0.03643314263674417;0.07200708691290758;0.0;0.0014142031356696038;0.005571750030042722;0.05641033219919052;0.07122613469536698;0.03906148190277138;0.10917325326232251;0.11209754593954548;0.6281084785185461;0.10026494528324546;0.13216139087024042;0.004132038338815444;0.0;0.02392479850546588;0.0;0.06896369048642041;0.01719072591771135;0.08187544992655574;0.033777638720576736;0.01548907455783722;0.034758232032715164;0.052023295956164284;0.13526216119840354
