word;label;value;num
desalentadamente;Tristeza;0.797;1
desalentar;Tristeza;0.764;1
desaliento;Tristeza;0.797;1
desalojar;Tristeza;0.496;1
desamparar;Tristeza;0.629;1
desamparo;Tristeza;0.596;1
desanimado;Tristeza;0.729;1
desanimar;Tristeza;0.729;1
desánimo;Tristeza;0.762;1
desaprobar;Enojo;0.463;1
desaquellar;Tristeza;0.596;1
desarrapado;Tristeza;0.198;1
desasosegar;Repulsion;0.298;1
desastrado;Tristeza;0.232;1
desazonar;Tristeza;0.165;1
descaecimiento;Tristeza;0.331;1
descaro;Enojo;0.563;1
descomponer;Tristeza;0.264;1
descomposicón;Repulsion;0.763;1
descomunalmente;Sorpresa;0.798;1
desconcertar;Sorpresa;0.664;1
desconcierto;Sorpresa;0.631;1
desconsolado;Tristeza;0.83;1
desconsolador;Tristeza;0.73;1
desconsolar;Tristeza;0.73;1
desconsuelo;Tristeza;0.83;1
descontentar;Enojo;0.562;1
descorazonamiento;Tristeza;0.43;1
descorazonar;Tristeza;0.463;1
descuajar;Tristeza;0.198;1
descuidar;Sorpresa;0.363;1
desdén;Enojo;0.463;1
desdeñar;Enojo;0.397;1
desdicha;Tristeza;0.83;1
desdichado;Tristeza;0.83;1
deseable;Enojo;0.099;1
desempeñar;Alegria;0.463;1
desempeño;Alegria;0.529;1
desengaño;Tristeza;0.663;1
desenvoltura;Alegria;0.264;1
deseoso;Alegria;0.398;1
desesperación;Tristeza;0.464;1
desesperadamente;Tristeza;0.464;1
desesperado;Miedo;0.33;1
desesperante;Enojo;0.496;1
desesperanza;Tristeza;0.698;1
desesperanzar;Tristeza;0.764;1
desesperar;Tristeza;0.332;1
desestimar;Tristeza;0.265;1
desestimular;Tristeza;0.264;1
desgarrador;Tristeza;0.564;1
desgarro;Tristeza;0.397;1
desgastar;Tristeza;0.365;1
desgraciar;Tristeza;0.73;1
deshecho;Tristeza;0.531;1
deshincharse;Tristeza;0.099;1
desierto;Tristeza;0.099;1
desinflar;Tristeza;0.198;1
deslucir;Tristeza;0.132;1
deslumbramiento;Sorpresa;0.597;1
deslumbrantemente;Sorpresa;0.664;1
deslumbrar;Sorpresa;0.664;1
desmadejado;Tristeza;0.165;1
desmalazado;Tristeza;0.264;1
desmán;Enojo;0.529;1
desmayadamente;Tristeza;0.132;1
desmayado;Tristeza;0.132;1
desmoralización;Tristeza;0.529;1
desmoralizador;Tristeza;0.595;1
desmoralizante;Tristeza;0.595;1
desmoralizar;Tristeza;0.562;1
desmotivar;Tristeza;0.762;1
desolación;Tristeza;0.762;1
desolar;Tristeza;0.729;1
desorden;Enojo;0.496;1
desorientado;Miedo;0.132;1
despampanante;Sorpresa;0.833;1
despavorir;Miedo;0.864;1
despecho;Enojo;0.662;1
despeluznante;Miedo;0.831;1
despeluznar;Miedo;0.696;1
despenar;Alegria;0.297;1
desperdicio;Repulsion;0.562;1
despertar;Alegria;0.198;1
despiadadamente;Miedo;0.663;1
despiadado;Miedo;0.663;1
despistar;Sorpresa;0.297;1
desplacer;Enojo;0.595;1
despojar;Tristeza;0.496;1
desposeer;Tristeza;0.297;1
despreciar;Enojo;0.696;1
desprecio;Enojo;0.696;1
despreocupación;Alegria;0.563;1
desprevenido;Sorpresa;0.661;1
desprivar;Tristeza;0.264;1
desprotección;Tristeza;0.264;1
desprotegido;Tristeza;0.363;1
desquiciante;Enojo;0.83;1
desquiciar;Enojo;0.898;1
destartalado;Tristeza;0.33;1
destemplar;Enojo;0.397;1
destrozo;Tristeza;0.562;1
desvarío;Enojo;0.231;1
desventura;Tristeza;0.729;1
desventurado;Tristeza;0.629;1
detestar;Enojo;0.663;1
devastar;Tristeza;0.764;1
devoción;Alegria;0.497;1
devoto;Alegria;0.463;1
diablo;Miedo;0.664;1
diantre;Enojo;0.432;1
diarrea;Repulsion;0.697;1
dicha;Alegria;0.731;1
dichosamente;Alegria;0.764;1
dichoso;Alegria;0.832;1
dignificar;Alegria;0.462;1
dilección;Alegria;0.563;1
discordia;Enojo;0.562;1
discrepancia;Enojo;0.33;1
disfrutar;Alegria;0.83;1
disfrute;Alegria;0.898;1
displacer;Enojo;0.463;1
disputa;Enojo;0.763;1
distanciamiento;Repulsion;0.363;1
distraído;Sorpresa;0.463;1
divertidamente;Alegria;0.966;1
divertidísimamente;Alegria;1;1
divertido;Alegria;1;1
divertir;Alegria;0.966;1
divinizar;Alegria;0.363;1
divino;Alegria;0.563;1
doler;Tristeza;0.764;1
doliente;Tristeza;0.832;1
dolor;Tristeza;0.832;1
dolorido;Tristeza;0.832;1
doloroso;Tristeza;0.866;1
doloso;Enojo;0.397;1
donaire;Alegria;0.396;1
duelo;Tristeza;0.497;1
dulce;Alegria;0.562;1
dulzura;Alegria;0.663;1
echar;Tristeza;0.099;1
edificante;Alegria;0.497;1
edificar;Alegria;0.363;1
efusión;Alegria;0.497;1
efusivamente;Alegria;0.73;1
efusivo;Alegria;0.764;1
ejemplo;Alegria;0.231;1
elección;Alegria;0.264;1
elegante;Alegria;0.231;1
elevar;Alegria;0.165;1
elogio;Alegria;0.463;1
embebecer;Alegria;0.596;1
embelesar;Alegria;0.596;1
embeleso;Alegria;0.497;1
embestir;Enojo;0.564;1
embobamiento;Sorpresa;0.132;1
embobecer;Sorpresa;0.165;1
emborrachar;Alegria;0.562;1
embravecer;Enojo;0.731;1
embriagar;Alegria;0.562;1
embromar;Alegria;0.595;1
embrujar;Alegria;0.132;1
embrujo;Alegria;0.099;1
embrutecer;Sorpresa;0.165;1
emoción;Alegria;0.798;1
emocionante;Alegria;0.831;1
emocionar;Alegria;0.831;1
emotivo;Alegria;0.763;1
empalagamiento;Repulsion;0.33;1
empalagar;Repulsion;0.33;1
empalagoso;Repulsion;0.363;1
empatía;Alegria;0.462;1
empático;Alegria;0.396;1
empeño;Alegria;0.396;1
emperrarse;Enojo;0.764;1
emponzoñar;Enojo;0.665;1
emporcar;Repulsion;0.595;1
enajenación;Enojo;0.397;1
enajenar;Enojo;0.33;1
enaltecer;Alegria;0.496;1
enamoramiento;Alegria;0.864;1
enamorar;Alegria;0.831;1
encabritar;Enojo;0.83;1
encalabrinar;Enojo;0.563;1
encalmar;Alegria;0.198;1
encandilar;Sorpresa;0.597;1
encantado;Alegria;0.495;1
encantador;Alegria;0.695;1
encanto;Alegria;0.562;1
encocorar;Enojo;0.664;1
encolerizar;Enojo;0.83;1
encomiar;Alegria;0.529;1
enconar;Enojo;0.331;1
encono;Enojo;0.298;1
encorajinar;Enojo;0.831;1
encuitar;Tristeza;0.232;1
endemoniar;Enojo;0.83;1
endiosar;Alegria;0.396;1
enemigo;Enojo;0.83;1
enemistad;Enojo;0.831;1
enemistoso;Enojo;0.797;1
energía;Alegria;0.496;1
enérgico;Enojo;0.431;1
enervar;Tristeza;0.231;1
enfadado;Enojo;0.932;1
enfadar;Enojo;0.898;1
enfado;Enojo;0.898;1
enfadoso;Enojo;0.864;1
enfermizo;Repulsion;0.496;1
enfermo;Repulsion;0.564;1
enfierecido;Enojo;0.864;1
enflaquecer;Tristeza;0.563;1
enfriar;Miedo;0.066;1
enfurecer;Enojo;0.932;1
enfurecimiento;Enojo;0.864;1
enfurruñamiento;Enojo;0.696;1
enganza;Enojo;0.596;1
engativamente;Enojo;0.563;1
engorro;Enojo;0.264;1
engorroso;Enojo;0.264;1
engrandecer;Alegria;0.53;1
enigma;Sorpresa;0.565;1
enloquecedor;Enojo;0.463;1
enloquecer;Enojo;0.463;1
enloquecimiento;Enojo;0.43;1
enlutar;Tristeza;0.797;1
enmudecer;Sorpresa;0.664;1
ennoblecer;Alegria;0.463;1
enojadizo;Enojo;0.864;1
enojado;Enojo;0.966;1
enojamiento;Enojo;0.898;1
enojar;Enojo;0.966;1
enojo;Enojo;0.966;1
enojosamente;Enojo;0.932;1
enojoso;Enojo;0.932;1
enorgullecer;Alegria;0.797;1
enrabiar;Enojo;0.966;1
enrabietar;Enojo;0.932;1
ensañamiento;Enojo;0.596;1
ensañar;Enojo;0.596;1
ensombrecer;Tristeza;0.697;1
ensuciar;Repulsion;0.662;1
enternecimiento;Alegria;0.564;1
entontecer;Sorpresa;0.198;1
entontecimiento;Sorpresa;0.099;1
entraña;Alegria;0.099;1
entrañable;Alegria;0.298;1
entrar;Alegria;0.165;1
entregar;Alegria;0.231;1
entristecedor;Tristeza;0.899;1
entristecer;Tristeza;0.932;1
entristecimiento;Tristeza;0.899;1
entuerto;Enojo;0.298;1
entusiasmado;Alegria;0.864;1
entusiasmar;Alegria;0.83;1
entusiasmo;Alegria;0.864;1
entusiasta;Alegria;0.864;1
envenenar;Enojo;0.364;1
envidia;Enojo;0.496;1
envidioso;Enojo;0.462;1
envilecer;Repulsion;0.798;1
erótico;Alegria;0.529;1
escalofrío;Miedo;0.73;1
escandalizar;Enojo;0.297;1
escándalo;Enojo;0.198;1
escarmentar;Tristeza;0.331;1
escasez;Tristeza;0.398;1
escaso;Tristeza;0.365;1
escrúpulo;Repulsion;0.33;1
espantable;Miedo;0.831;1
espantadizo;Miedo;0.899;1
espantoso;Miedo;0.899;1
espectacular;Alegria;0.563;1
espeluznante;Miedo;0.932;1
espeluznar;Miedo;0.932;1
esperanza;Alegria;0.495;1
esperanzado;Alegria;0.496;1
esperpento;Miedo;0.529;1
espiritu;Miedo;0.231;1
espléndido;Alegria;0.696;1
esplín;Tristeza;0.466;1
estafar;Enojo;0.43;1
estiércol;Repulsion;0.73;1
estimar;Alegria;0.629;1
estimulante;Alegria;0.497;1
estimular;Alegria;0.496;1
estólido;Sorpresa;0.099;1
estorbar;Enojo;0.331;1
estorbo;Enojo;0.331;1
estragar;Tristeza;0.165;1
estrellas;Sorpresa;0.232;1
estropear;Enojo;0.53;1
estruendo;Sorpresa;0.497;1
estupefacción;Sorpresa;0.798;1
estupefacto;Sorpresa;0.899;1
estupendamente;Sorpresa;0.664;1
estúpido;Sorpresa;0.099;1
estupor;Sorpresa;0.765;1
euforia;Alegria;0.663;1
eufórico;Alegria;0.663;1
euforizante;Alegria;0.663;1
exabrupto;Enojo;0.663;1
exacerbación;Enojo;0.729;1
exacerbante;Enojo;0.729;1
exacerbar;Enojo;0.73;1
exagerar;Enojo;0.33;1
exaltar;Alegria;0.563;1
exasperación;Enojo;0.63;1
exasperante;Enojo;0.696;1
exasperar;Enojo;0.696;1
excandecencia;Enojo;0.731;1
excelente;Alegria;0.763;1
exceso;Enojo;0.198;1
excitante;Alegria;0.864;1
exclamación;Sorpresa;0.497;1
excremento;Repulsion;0.798;1
execrablemente;Repulsion;0.763;1
execrar;Enojo;0.299;1
exhortar;Alegria;0.165;1
éxito;Alegria;0.864;1
exorcismo;Miedo;0.629;1
expansivo;Alegria;0.363;1
expectación;Alegria;0.264;1
expectativa;Alegria;0.297;1
explosión;Alegria;0.198;1
expresión;Alegria;0.297;1
extasiante;Alegria;0.796;1
extasiar;Alegria;0.762;1
extenso;Alegria;0.099;1
extrañar;Sorpresa;0.198;1
extrañeza;Sorpresa;0.464;1
extraordinario;Sorpresa;0.665;1
exuberante;Alegria;0.396;1
exuberantemente;Alegria;0.363;1
exultar;Alegria;0.796;1
fabuloso;Sorpresa;0.597;1
familiar;Alegria;0.529;1
familiaridad;Alegria;0.629;1
fantasía;Alegria;0.596;1
fantasma;Miedo;0.596;1
fantásticamente;Sorpresa;0.696;1
fantástico;Sorpresa;0.763;1
fascinacion;Sorpresa;0.663;1
fascinación;Alegria;0.898;1
fascinado;Alegria;0.898;1
fascinar;Alegria;0.731;1
fastidiado;Enojo;0.729;1
fastidiante;Enojo;0.729;1
fastidioso;Enojo;0.762;1
fasto;Alegria;0.265;1
fastuoso;Alegria;0.363;1
fausto;Alegria;0.363;1
favor;Alegria;0.33;1
favorable;Alegria;0.596;1
favorablemente;Alegria;0.563;1
favorecedor;Alegria;0.562;1
favorecimiento;Alegria;0.562;1
fealdad;Miedo;0.396;1
felicidad;Alegria;1;1
felicitar;Alegria;0.831;1
feliz;Alegria;0.966;1
felizmente;Alegria;0.966;1
feraz;Alegria;0.33;1
fervor;Alegria;0.597;1
fervoroso;Alegria;0.564;1
festivo;Alegria;0.729;1
fetiche;Alegria;0.265;1
fétido;Repulsion;0.898;1
fibra;Alegria;0;1
fidelidad;Alegria;0.43;1
fiebre;Alegria;0.132;1
fiel;Alegria;0.463;1
fiera;Enojo;0.53;1
fiesta;Alegria;0.83;1
fijar;Alegria;0.132;1
fila;Repulsion;0.366;1
filantropo;Alegria;0.463;1
final;Alegria;0.198;1
fino;Alegria;0.198;1
flaquear;Tristeza;0.396;1
flaqueza;Tristeza;0.363;1
flébil;Tristeza;0.697;1
flechar;Alegria;0.297;1
florecer;Alegria;0.595;1
fogosidad;Alegria;0.561;1
fracaso;Enojo;0.43;1
fraternidad;Alegria;0.595;1
fraternizar;Alegria;0.529;1
frenético;Enojo;0.496;1
friolero;Miedo;0.099;1
fruncir;Enojo;0.496;1
frustación;Tristeza;0.396;1
frustrar;Sorpresa;0.165;1
fúnebre;Tristeza;0.696;1
fúnebremente;Tristeza;0.662;1
funeral;Tristeza;0.763;1
funerario;Tristeza;0.764;1
funesto;Tristeza;0.497;1
furia;Enojo;0.866;1
furibundamente;Enojo;0.831;1
furibundo;Enojo;0.831;1
furiosamente;Enojo;0.933;1
furioso;Enojo;0.833;1
fustigar;Enojo;0.397;1
gala;Alegria;0.297;1
gallina;Miedo;0.265;1
gana;Alegria;0.463;1
ganar;Alegria;0.764;1
gases;Repulsion;0.663;1
gelatinoso;Repulsion;0.231;1
generosidad;Alegria;0.628;1
generoso;Alegria;0.628;1
genial;Alegria;0.864;1
genio;Enojo;0.43;1
gloria;Alegria;0.797;1
gloriar;Alegria;0.562;1
glorificar;Alegria;0.529;1
goce;Alegria;0.763;1
golpe;Sorpresa;0.265;1
gozar;Alegria;0.831;1
gozo;Alegria;0.831;1
gozosamente;Alegria;0.765;1
gozoso;Alegria;0.798;1
gracia;Alegria;0.597;1
gracioso;Alegria;0.83;1
grande;Alegria;0.396;1
gratificador;Alegria;0.664;1
gratificante;Alegria;0.697;1
gratificar;Alegria;0.598;1
gratis;Alegria;0.563;1
grato;Alegria;0.663;1
grave;Tristeza;0.463;1
gris;Tristeza;0.564;1
gritar;Sorpresa;0.528;1
grito;Sorpresa;0.528;1
gruñón;Enojo;0.763;1
guácala;Repulsion;0.966;1
guasa;Alegria;0.429;1
guerra;Enojo;0.832;1
gusano;Repulsion;0.462;1
gustar;Alegria;0.596;1
gusto;Alegria;0.629;1
gustoso;Alegria;0.762;1
halagar;Alegria;0.563;1
halagüeño;Alegria;0.396;1
hambre;Tristeza;0.331;1
harto;Repulsion;0.497;1
hastío;Repulsion;0.563;1
hastioso;Enojo;0.629;1
hechizar;Alegria;0.231;1
hediondo;Repulsion;0.864;1
helado;Miedo;0.099;1
helar;Miedo;0.033;1
herida;Repulsion;0.33;1
hermandad;Alegria;0.561;1
hiel;Enojo;0.595;1
hilarante;Alegria;0.63;1
hilarantemente;Alegria;0.597;1
hilaridad;Alegria;0.664;1
hincha;Repulsion;0.664;1
hinchado;Repulsion;0.565;1
hipnotizar;Alegria;0.165;1
histeria;Miedo;0.562;1
histéricamente;Miedo;0.496;1
histérico;Miedo;0.497;1
histerismo;Miedo;0.463;1
holgura;Alegria;0.265;1
hongos;Repulsion;0.396;1
honorable;Alegria;0.53;1
honrar;Alegria;0.396;1
honrosamente;Alegria;0.429;1
horrendamente;Miedo;0.731;1
horriblemente;Miedo;0.83;1
hórrido;Miedo;0.731;1
horrificar;Miedo;0.798;1
horripilante;Miedo;0.831;1
horripilar;Miedo;0.798;1
horrísono;Miedo;0.663;1
horrorizado;Miedo;0.898;1
horrorizante;Miedo;0.898;1
horrorizar;Miedo;0.898;1
horrorosamente;Miedo;0.831;1
hospitalario;Alegria;0.563;1
hospitalidad;Alegria;0.629;1
hostigador;Enojo;0.563;1
hostigar;Enojo;0.53;1
hostilidad;Enojo;0.564;1
hostilizar;Enojo;0.564;1
huérfano;Tristeza;0.764;1
huidizo;Miedo;0.764;1
humanidad;Alegria;0.33;1
humanitarismo;Alegria;0.264;1
humilde;Tristeza;0.396;1
humillar;Tristeza;0.496;1
hundido;Tristeza;0.496;1
hundir;Tristeza;0.464;1
hundírsele;Tristeza;0.299;1
identificar;Alegria;0.132;1
idilio;Alegria;0.396;1
idiotizar;Sorpresa;0.099;1
ilusionadamente;Alegria;0.462;1
ilusionar;Alegria;0.495;1
imbécil;Sorpresa;0.033;1
impacientar;Enojo;0.529;1
imperfecto;Tristeza;0.231;1
ímpetu;Alegria;0.529;1
impetuosidad;Alegria;0.463;1
importunar;Enojo;0.496;1
importuno;Enojo;0.462;1
impotencia;Tristeza;0.53;1
impresión;Sorpresa;0.731;1
impresionante;Sorpresa;0.899;1
improperio;Enojo;0.429;1
impúdico;Repulsion;0.496;1
impulsar;Alegria;0.363;1
impuro;Repulsion;0.597;1
inaguantable;Enojo;0.563;1
inaudito;Sorpresa;0.899;1
incasto;Repulsion;0.43;1
incertidumbre;Miedo;0.396;1
inclinación;Alegria;0.099;1
incomodar;Enojo;0.529;1
incomodidad;Enojo;0.463;1
inconforme;Tristeza;0.33;1
inconformidad;Tristeza;0.264;1
inconsolable;Tristeza;0.732;1
incontrol;Enojo;0.363;1
incordiar;Enojo;0.531;1
incordio;Enojo;0.531;1
increible;Sorpresa;0.966;1
increíblemente;Sorpresa;0.899;1
indecente;Repulsion;0.63;1
indeciso;Miedo;0.331;1
indecoroso;Repulsion;0.563;1
indigente;Tristeza;0.398;1
indignación;Enojo;0.563;1
indignado;Enojo;0.597;1
indignante;Enojo;0.597;1
indignar;Enojo;0.597;1
indisponer;Repulsion;0.364;1
inepto;Sorpresa;0.066;1
infamar;Enojo;0.43;1
infame;Repulsion;0.63;1
infausto;Tristeza;0.53;1
infección;Repulsion;0.531;1
infectar;Tristeza;0.297;1
infecto;Repulsion;0.664;1
infedelidad;Tristeza;0.597;1
infelicidad;Tristeza;0.898;1
infeliz;Tristeza;0.966;1
inferior;Tristeza;0.264;1
infortunado;Tristeza;0.73;1
infortunio;Tristeza;0.729;1
infrahumano;Repulsion;0.431;1
inframundo;Repulsion;0.597;1
inhabitado;Tristeza;0.33;1
inicuo;Enojo;0.364;1
injuriante;Repulsion;0.498;1
injurioso;Repulsion;0.597;1
injusticia;Tristeza;0.496;1
inmortalizar;Alegria;0.198;1
inmundo;Repulsion;0.932;1
innoble;Tristeza;0.463;1
inquietantemente;Miedo;0.496;1
inquietar;Miedo;0.463;1
inquieto;Miedo;0.364;1
inquietud;Tristeza;0.231;1
insatisfacción;Tristeza;0.297;1
insecto;Miedo;0.298;1
inseguro;Miedo;0.331;1
insidia;Enojo;0.43;1
inspirar;Alegria;0.53;1
insubordinar;Repulsion;0.365;1
insultante;Repulsion;0.73;1
insultar;Enojo;0.832;1
insurrección;Repulsion;0.264;1
insurreccionar;Repulsion;0.264;1
interés;Alegria;0.33;1
interrogante;Sorpresa;0.298;1
interrogar;Sorpresa;0.331;1
intimidación;Miedo;0.629;1
intimidar;Miedo;0.595;1
intoxicante;Alegria;0.066;1
intranquilo;Repulsion;0.132;1
intratable;Enojo;0.696;1
intrigar;Sorpresa;0.429;1
intrinquilo;Miedo;0.496;1
ira;Enojo;0.966;1
iracundia;Enojo;0.697;1
iracundo;Enojo;0.797;1
irascible;Enojo;0.731;1
irritabilidad;Enojo;0.864;1
irritable;Enojo;0.898;1
irritación;Enojo;0.796;1
irritado;Enojo;0.83;1
irritante;Enojo;0.83;1
irritar;Enojo;0.796;1
jacarero;Alegria;0.664;1
jaqueca;Enojo;0.528;1
jarana;Alegria;0.365;1
jocoso;Alegria;0.564;1
jocundo;Alegria;0.763;1
jorobar;Enojo;0.697;1
jovial;Alegria;0.73;1
júbilo;Alegria;0.83;1
jubilosamente;Alegria;0.73;1
jubiloso;Alegria;0.731;1
juerga;Alegria;0.531;1
lacerar;Tristeza;0.529;1
laceria;Tristeza;0.463;1
lacrimoso;Tristeza;0.63;1
lágrima;Tristeza;0.763;1
lagrimar;Tristeza;0.763;1
lágrimas;Tristeza;0.763;1
lagrimear;Tristeza;0.762;1
lagrimoso;Tristeza;0.662;1
laido;Tristeza;0.53;1
lamentable;Tristeza;0.629;1
lamentablemente;Tristeza;0.597;1
lamentar;Tristeza;0.729;1
lamento;Tristeza;0.729;1
lamentoso;Tristeza;0.729;1
lánguidamente;Tristeza;0.496;1
lánguido;Tristeza;0.496;1
larga;Tristeza;0.066;1
lastima;Tristeza;0.73;1
lastimeramente;Tristeza;0.696;1
lastimero;Tristeza;0.73;1
lastimoso;Tristeza;0.763;1
latoso;Enojo;0.63;1
laudable;Alegria;0.363;1
leal;Alegria;0.463;1
lealtad;Alegria;0.463;1
ledamente;Alegria;0.731;1
lelo;Sorpresa;0.066;1
lengüicorto;Miedo;0.397;1
lenificar;Alegria;0.265;1
lenizar;Alegria;0.199;1
lepra;Repulsion;0.765;1
levantar;Alegria;0.198;1
libre;Alegria;0.696;1
licencioso;Repulsion;0.63;1
lisonjero;Alegria;0.73;1
llanto;Tristeza;0.865;1
llegar;Sorpresa;0.165;1
llenar;Alegria;0.33;1
llevar;Sorpresa;0.132;1
llorar;Tristeza;0.865;1
llorón;Tristeza;0.763;1
lloroso;Tristeza;0.797;1
loable;Alegria;0.33;1
lóbregamente;Tristeza;0.463;1
lóbrego;Tristeza;0.464;1
loco;Enojo;0.396;1
lograr;Alegria;0.663;1
lrascible;Enojo;0.463;1
lucro;Alegria;0.198;1
luctuosamente;Tristeza;0.83;1
luctuoso;Tristeza;0.898;1
lúgubre;Tristeza;0.865;1
lugubres;Tristeza;0.865;1
luto;Tristeza;0.932;1
lutoso;Tristeza;0.932;1
macabro;Tristeza;0.199;1
magia;Alegria;0.561;1
magnetizar;Alegria;0.132;1
magnifíco;Alegria;0.798;1
magno;Alegria;0.365;1
majadero;Enojo;0.63;1
majo;Alegria;0.429;1
malandante;Tristeza;0.363;1
malasangre;Repulsion;0.798;1
malaventurado;Tristeza;0.63;1
malcontento;Tristeza;0.563;1
maldad;Miedo;0.596;1
maldición;Enojo;0.664;1
malévolo;Enojo;0.595;1
malhadado;Tristeza;0.529;1
malhumor;Enojo;0.764;1
malhumorado;Enojo;0.797;1
malhumorar;Tristeza;0.297;1
malicia;Enojo;0.595;1
maliciar;Enojo;0.562;1
malignidad;Enojo;0.462;1
malpensado;Enojo;0.33;1
maltrecho;Tristeza;0.33;1
malvadamente;Enojo;0.495;1
mancha;Repulsion;0.496;1
maravilla;Sorpresa;0.899;1
maravilloso;Sorpresa;0.966;1
marrano;Repulsion;0.664;1
martirio;Enojo;0.298;1
martirizar;Enojo;0.397;1
medrana;Miedo;0.797;1
medroso;Miedo;0.831;1
mefítico;Repulsion;0.664;1
mejorar;Alegria;0.529;1
melancolía;Tristeza;0.865;1
melancólicamente;Tristeza;0.865;1
melancólico;Tristeza;0.865;1
meloso;Alegria;0.396;1
menesteroso;Tristeza;0.462;1
menguante;Tristeza;0.099;1
mezquinamente;Tristeza;0.231;1
mezquindad;Tristeza;0.231;1
mieditis;Miedo;0.831;1
miedoso;Miedo;0.932;1
milagro;Sorpresa;0.764;1
miramiento;Alegria;0.231;1
mirar;Alegria;0.165;1
mirífico;Sorpresa;0.933;1
miserable;Tristeza;0.628;1
miserablemente;Tristeza;0.661;1
míseramente;Tristeza;0.596;1
miseria;Tristeza;0.596;1
misericordia;Alegria;0.198;1
mísero;Tristeza;0.562;1
misérrimamente;Tristeza;0.463;1
misoneísmo;Enojo;0.099;1
misterio;Sorpresa;0.331;1
mistificar;Sorpresa;0.132;1
mitigar;Alegria;0.165;1
moco;Repulsion;0.798;1
mohíno;Enojo;0.498;1
molesto;Enojo;0.696;1
molestoso;Enojo;0.696;1
mollar;Alegria;0.099;1
monstruosamente;Miedo;0.797;1
monstruoso;Miedo;0.831;1
mórbido;Repulsion;0.398;1
morboso;Repulsion;0.73;1
morriña;Tristeza;0.532;1
mortificar;Enojo;0.397;1
mortuorio;Miedo;0.764;1
mosca;Repulsion;0.531;1
mosconear;Enojo;0.332;1
motivar;Alegria;0.597;1
mounstro;Miedo;0.797;1
mover;Alegria;0.099;1
mudo;Sorpresa;0.198;1
muerto;Tristeza;0.731;1
mugre;Repulsion;0.732;1
mustiamente;Tristeza;0.298;1
mustio;Tristeza;0.365;1
náusea;Repulsion;0.865;1
nauseabundamente;Repulsion;0.831;1
nauseabundo;Repulsion;0.865;1
nausear;Repulsion;0.831;1
náuseas;Repulsion;0.898;1
neblina;Miedo;0.33;1
necesitado;Tristeza;0.497;1
nefando;Sorpresa;0.066;1
negro;Tristeza;0.198;1
nervioso;Enojo;0.165;1
niebla;Miedo;0.331;1
nocturno;Tristeza;0.033;1
noqueado;Sorpresa;0.297;1
noquear;Sorpresa;0.231;1
nostálgico;Tristeza;0.831;1
nublar;Miedo;0.099;1
obsceno;Repulsion;0.764;1
obscuridad;Tristeza;0.265;1
obscuro;Tristeza;0.265;1
obstaculizar;Enojo;0.231;1
obtuso;Sorpresa;0.066;1
odiar;Enojo;0.932;1
odiosamente;Repulsion;0.73;1
odioso;Repulsion;0.764;1
ofender;Repulsion;0.697;1
ofensa;Enojo;0.764;1
ofensividad;Enojo;0.729;1
oferta;Alegria;0.165;1
ofuscar;Sorpresa;0.264;1
ominar;Miedo;0.231;1
onerosamente;Tristeza;0.165;1
opacidad;Tristeza;0.264;1
opimo;Alegria;0.396;1
opíparo;Alegria;0.396;1
oponer;Repulsion;0.363;1
opresivamente;Tristeza;0.396;1
opresivo;Tristeza;0.363;1
oprimente;Tristeza;0.396;1
oprimir;Tristeza;0.198;1
orgullo;Alegria;0.596;1
orgullosamente;Alegria;0.697;1
orgulloso;Alegria;0.531;1
orina;Repulsion;0.563;1
oscuramente;Tristeza;0.033;1
oscurecer;Tristeza;0.066;1
oscuridad;Tristeza;0.099;1
oscuro;Tristeza;0.066;1
ovación;Alegria;0.796;1
ovacionar;Alegria;0.663;1
pacificar;Alegria;0.332;1
padecer;Tristeza;0.429;1
padecimiento;Tristeza;0.429;1
paladear;Alegria;0.33;1
palidecer;Miedo;0.53;1
palido;Miedo;0.529;1
palmas;Alegria;0.496;1
pánico;Miedo;0.898;1
parranda;Alegria;0.628;1
partir;Tristeza;0.596;1
pasión;Alegria;0.763;1
pasmar;Sorpresa;0.597;1
pasmo;Sorpresa;0.398;1
pasmosamente;Sorpresa;0.431;1
pasmoso;Sorpresa;0.564;1
patético;Tristeza;0.165;1
patológico;Repulsion;0.332;1
paupérrimamente;Tristeza;0.232;1
paupérrimo;Tristeza;0.232;1
pávido;Miedo;0.763;1
pavor;Miedo;0.898;1
pavorosamente;Miedo;0.83;1
pavoroso;Miedo;0.83;1
paz;Alegria;0.63;1
pecaminoso;Repulsion;0.464;1
pedo;Repulsion;0.865;1
pelea;Enojo;0.73;1
penalidad;Tristeza;0.331;1
penar;Tristeza;0.628;1
pendenciar;Enojo;0.463;1
pendenciero;Enojo;0.463;1
penitencia;Tristeza;0.496;1
penitente;Tristeza;0.496;1
penosamente;Tristeza;0.396;1
penoso;Tristeza;0.363;1
perder;Tristeza;0.629;1
pérdida;Tristeza;0.864;1
pérfido;Repulsion;0.766;1
perinquina;Repulsion;0.763;1
pernicioso;Enojo;0.396;1
perplejidad;Sorpresa;0.731;1
perplejo;Sorpresa;0.764;1
pervertir;Repulsion;0.698;1
pesado;Enojo;0.264;1
pesadumbre;Tristeza;0.496;1
pesar;Tristeza;0.562;1
pesaroso;Tristeza;0.496;1
pesimismo;Tristeza;0.429;1
pésimo;Repulsion;0.63;1
peste;Repulsion;0.864;1
piadoso;Alegria;0.363;1
picar;Enojo;0.132;1
piedad;Alegria;0.297;1
pique;Enojo;0.429;1
